city,lat,lng,population,density
Terral,33.8966,-97.9383,399,361
Dowling,42.5227,-85.2531,399,25
Liberty,39.8842,-91.1084,398,392
Jemez Springs,35.7732,-106.6909,398,32
Saunemin,40.8931,-88.406,398,414.3
Crowder,35.1158,-95.6783,398,74
Lewisville,39.8068,-85.3529,398,302.7
Lehigh,42.3575,-94.0535,398,72
Young,34.1189,-110.9559,398,3
Clear Lake,41.7388,-84.8391,398,138
Lake Ivanhoe,42.5792,-88.3359,398,171
Table Rock,40.1783,-96.0887,398,261
Di Giorgio,35.2491,-118.8442,398,391.8
Leeds,42.2554,-73.8929,398,166
Ackermanville,40.835,-75.2227,398,112
Emden,40.2982,-89.4851,398,382.4
Garwood,29.4432,-96.4056,397,28
Wellton Hills,32.6231,-114.1453,397,239
Melvin,40.5709,-88.2471,397,421.6
Stanton,47.3187,-101.3822,397,373.9
Bernice,36.6217,-94.9118,397,187
Chloride,35.4097,-114.1972,397,101
Eastman,43.1622,-91.0254,397,42
Sheep Springs,36.1593,-108.6905,397,29
Castalian Springs,36.4012,-86.3067,397,26
Arapahoe,35.0215,-76.826,397,70
Ranchitos del Norte,26.4003,-98.8715,397,376
Tuscarora,40.7688,-76.038,397,372.9
Fairhaven,45.3231,-94.204,397,80
Lorimor,41.1268,-94.0569,396,354
Mehama,44.7914,-122.6308,396,333
Riverside,48.5048,-119.51,396,172
Blanche,35.0437,-86.7532,396,25
Iron Gate,37.7985,-79.7904,396,348.2
Flatwoods,38.7187,-80.654,396,233
South Van Horn,64.8091,-147.7854,396,19
Beaux Arts Village,47.5853,-122.205,396,1787
St. Paul,45.2123,-122.9772,396,259.1
Blevins,33.8716,-93.5778,396,153
Wausau,30.6334,-85.5874,396,132
Bedford,38.5954,-85.3174,396,432.4
Highland Lake,33.8876,-86.4244,396,93
Cedar Creek,41.0451,-96.1016,396,267
Alta,40.5818,-111.6229,396,33
Middleway,39.3032,-77.981,396,136
Pomfret,38.5699,-77.0304,396,55
Mount Charleston,36.2625,-115.6138,396,5
McCord Bend,36.7875,-93.5034,395,408.1
Mount Pleasant,40.176,-80.7995,395,215.5
Chewey,36.121,-94.7492,395,5
Long Hollow,45.6823,-97.1611,395,10
Webberville,30.226,-97.4995,395,72
Port Vincent,30.3385,-90.8424,395,89
Fromberg,45.392,-108.9065,395,343
Hancock,44.1333,-89.5209,395,145
Snoqualmie Pass,47.4014,-121.411,395,52
Lucas,39.0587,-98.5378,395,250
Bolivar,40.3952,-79.1521,395,680.3
Gage,36.3182,-99.7575,395,357
Golden,36.5266,-93.6637,395,28
Cooperstown,41.4998,-79.8736,395,275
Crucible,39.9479,-79.9657,395,132
Hendricks,39.0755,-79.6299,394,59.1
Bishop,33.8171,-83.4372,394,194
Mannsville,43.7158,-76.0649,394,169
Anderson,40.7617,-74.9301,394,171
Mountain Plains,44.467,-103.8636,394,95
Moseleyville,37.6747,-87.1938,394,146
Benton Ridge,41.0043,-83.792,394,379.1
Palmer,46.4436,-87.5817,394,256
Peter,41.7716,-111.9859,394,7
Clifton,39.5682,-97.2808,393,371
Witches Woods,41.9485,-72.0724,393,492.2
Reynoldsville,39.2916,-80.4412,393,111
Vicco,37.2161,-83.0609,393,180
Gowen,34.8781,-95.4742,393,42
Pierron,38.7772,-89.5645,393,206
Downing,40.4873,-92.3689,393,230
Reserve,45.8337,-91.3545,393,2
Carbon,39.5991,-87.1077,393,43.7
Ranchitos East,27.4901,-99.3668,393,941.3
Ekalaka,45.8897,-104.5506,392,147
Grimesland,35.5685,-77.2025,392,222
Stantonville,35.1569,-88.4302,392,134
Mount Pleasant,35.9819,-91.7771,392,43
Springfield Center,42.8357,-74.8721,392,31
Hickory Hills,41.0347,-75.8221,392,107
Uplands Park,38.6927,-90.2829,392,1982.6
Goldston,35.5929,-79.3286,392,191
Iredell,31.9865,-97.8719,392,337
Sunburst,48.878,-111.9051,392,78
Norway,33.4503,-81.1266,392,191
Monterey,41.156,-86.4821,391,148.9
Shawnee,39.6063,-82.2046,391,67
Centerville,35.1157,-93.1714,391,47
Davenport,40.3123,-97.8115,391,231
Madison,40.2455,-79.6748,391,345
Twin,33.9978,-87.8497,391,44
Hayti,44.658,-97.2049,391,341.5
New Troy,41.879,-86.5475,391,113
Butler,36.3562,-82.0347,391,197
South Mills,36.4379,-76.3308,391,84
Sparland,41.0295,-89.441,390,263
Bolingbroke,32.9401,-83.7985,390,80
Mokane,38.6744,-91.8723,390,114.2
Jewell,39.6715,-98.1525,390,366
Pound,45.0956,-88.0334,390,175
South Haven,37.0495,-97.4013,390,150
East Liberty,40.3339,-83.585,390,95
Windsor Place,38.9342,-92.7029,390,167
Valley Grove,40.0901,-80.5691,390,275
Vanlue,40.9752,-83.4825,390,225.6
Bell,35.7366,-94.5677,390,32
Coloma,38.8026,-120.8946,390,44
Hull,39.7087,-91.2033,390,82
Sabillasville,39.6994,-77.4573,390,90
Cove Forge,40.479,-78.1735,390,10.8
Swall Meadows,37.5061,-118.6426,390,33
Mindenmines,37.4728,-94.5889,389,41
Owensburg,38.9305,-86.7292,389,25
South La Paloma,27.8947,-97.9685,389,103
East Duke,34.6628,-99.5696,389,345
Garner,32.827,-97.9847,389,43
Underwood,46.2869,-95.8722,389,256
Millerville,33.1926,-85.9302,389,22
Pluckemin,40.6454,-74.6355,389,216
Irondale,40.5728,-80.7259,389,103
Enola,35.1959,-92.2066,389,55
Drysdale,32.6452,-114.7067,389,190.8
Alexandria,40.5583,-78.0997,389,416.4
Branch,35.3075,-93.9557,389,48
Marlin,40.679,-76.244,389,558.9
Barton Hills,42.3167,-83.7561,389,197
Delaware,36.779,-95.6425,388,380
Westport,36.1942,-96.3362,388,34
Mooar,40.432,-91.4447,388,56
Columbus City,41.2592,-91.3748,388,233
Beckwourth,39.8485,-120.4111,388,12
Gannett,43.357,-114.1756,388,57
Grand Junction,35.05,-89.1889,388,126
Miles,42.0481,-90.3133,388,118
Nipinnawasee,37.4031,-119.7293,388,48
Tenkiller,35.7935,-94.8537,388,9
Granjeno,26.1371,-98.3034,387,439.5
Keachi,32.1708,-93.916,387,29
Bethune,34.4143,-80.3487,387,135
Hayesville,35.0452,-83.8178,387,234
Maupin,45.1732,-121.0881,387,107
Lafayette,40.7589,-83.9499,387,232.2
Gilman City,40.1311,-93.8739,387,177
Pikes Creek,41.3085,-76.1028,387,117
Vandalia,41.9189,-85.9143,387,151
Mine La Motte,37.6145,-90.2943,387,45
Relampago,26.0851,-97.9059,387,97
Colome,43.2599,-99.7174,387,98.5
Mayfield,39.1193,-111.7079,387,166
Massena,41.2506,-94.7698,387,218
Beallsville,39.8489,-81.0354,387,276.8
Maxwell,36.5411,-104.5431,387,314
Greensboro,39.7921,-79.9126,387,206.5
Siracusaville,29.6886,-91.1522,387,187
Weekapaug,41.3359,-71.7633,387,128
Fall River Mills,41.0069,-121.4401,387,56
Newington,32.5887,-81.5063,386,183
Rock Cave,38.8404,-80.3375,386,48
Longton,37.3779,-96.0821,386,126
Carbon Hill,41.297,-88.2999,386,334.9
Chauncey,37.7652,-81.9834,386,103
Wellsburg,42.0126,-76.7298,386,262
Sarita,27.2235,-97.7955,386,130
Bonesteel,43.0775,-98.9467,386,289.2
Zeba,46.7928,-88.4133,386,41
Addieville,38.3913,-89.4865,386,150
Akeley,47.0005,-94.728,386,101
Lake Buckhorn,40.4744,-81.9082,386,84
Clifton,39.0041,-82.0393,386,258.7
Leitersburg,39.6928,-77.6206,386,85
Clear Lake,39.8139,-89.5682,386,297.5
Lost Lake Woods,44.7926,-83.4223,386,29
Hartsburg,40.2505,-89.4411,386,251.8
Snyder,41.7045,-96.7869,386,307
Ai,41.6272,-83.9384,386,197
Suissevale,43.7234,-71.3623,386,127
Paisley,42.6926,-120.5452,386,346
Junction City,32.6032,-84.4573,385,63
Kiana,66.9727,-160.4343,385,0
Preston-Potter Hollow,42.433,-74.2288,385,14
Devers,30.0287,-94.586,385,79
Elmore,43.5063,-94.0883,385,175
Midlothian,39.6319,-78.9515,385,214
Altamont,40.3589,-110.2881,385,232.2
Froid,48.338,-104.4909,384,237
Plainville,34.4053,-85.0312,384,205
Delphos,39.2744,-97.7653,384,250
Clatonia,40.4654,-96.8512,384,28.5
Indian Lake,40.0446,-78.8603,384,41
Pierce,46.4931,-115.7995,384,179
Woodland,32.7877,-84.5606,384,188
Mantee,33.7226,-89.0597,384,32
Tullos,31.8188,-92.3293,384,93
LaCrosse,46.8013,-117.9025,384,173
Alvarado,48.193,-96.9984,384,226
Olivet,39.9461,-87.6396,384,98
New Odanah,46.5986,-90.6509,384,61
Monroe Center,42.1003,-88.9941,384,122
Mineral Point,37.9455,-90.7246,384,302.3
Pedricktown,39.7658,-75.4085,384,85
Custer City,35.6638,-98.8869,383,243
Blunt,44.5159,-99.9885,383,303
Angus,31.9976,-96.427,383,44
Brandt,39.9027,-84.0908,383,152
Gentryville,38.1091,-87.0316,383,375
Kismet,37.2046,-100.7018,383,474.6
Taylor,44.3217,-91.1204,383,202
Belgium,40.0607,-87.6328,383,341
Alpena,36.2897,-93.3037,383,110
Albright,39.4937,-79.6399,383,166.6
Sublette,41.6438,-89.231,383,321.6
West Brule,44.0727,-99.6383,383,125
Bruni,27.4282,-98.8322,383,112
Ackerly,32.5251,-101.7158,383,189.6
Neponset,41.2968,-89.7894,382,145
Topawa,31.8078,-111.8305,382,28
Friesville,40.2943,-78.4634,382,175.9
Lake Hart,28.3851,-81.2322,382,129
Murray City,39.5097,-82.1678,382,332.5
Finger,35.357,-88.6169,382,93
Fidelity,37.0816,-94.3095,382,152
Pillager,46.3295,-94.4796,382,173
Centre Island,40.9017,-73.5211,382,135
Jamestown,38.7667,-92.4802,382,147
Lake Almanor Peninsula,40.2813,-121.1345,382,48
Big Horn,44.6791,-106.9971,382,81
Wheeler,45.6873,-123.8871,382,282
Fort Atkinson,43.1443,-91.9346,382,301.3
Twin Oaks,36.1974,-94.8378,382,27
Fort Jennings,40.9067,-84.2997,382,265
Chilhowee,38.5885,-93.8559,382,320.7
North La Junta,37.9986,-103.5227,382,108
Wood Lake,44.6513,-95.5358,381,195
East Middlebury,43.9746,-73.1052,381,201
Harrington,47.4803,-118.2554,381,377
Mifflin,40.5686,-77.4046,381,1170.4
Liscomb,42.1912,-93.0063,381,145
Bowdle,45.4512,-99.6565,381,229
Nixburg,32.864,-86.0976,381,19
Louviers,39.4799,-105.0033,381,93
Mesick,44.4043,-85.7171,381,110
Donahue,41.6916,-90.6747,381,113.1
Llewellyn Park,40.7895,-74.2415,381,206
Cloud Creek,36.2938,-94.7543,381,9
Cane Beds,36.9342,-112.9118,380,17
Dunfermline,40.4917,-90.0323,380,208.4
Good Hope,33.785,-83.6094,380,79
Glenvil,40.5025,-98.2545,380,428.8
Northeast Harbor,44.2936,-68.2914,380,203
Gary City,32.0277,-94.3679,380,77
Upper Stewartsville,40.7048,-75.1205,380,445.6
Hollandale,43.7598,-93.2043,380,333
Nances Creek,33.8588,-85.6733,380,25
Dublin,34.6562,-78.7231,380,337
Trivoli,40.6975,-89.8891,380,96
Converse,31.7795,-93.7001,380,67
Good Pine,31.6933,-92.1637,380,190
Ascutney,43.408,-72.407,380,86
Charlton,39.6344,-77.8944,380,191.8
Lee,41.7955,-88.9417,380,253.6
Olmsted,37.1827,-89.0849,380,43
El Moro,37.2349,-104.4491,380,13
Onekama,44.3656,-86.2021,380,249
Websterville,44.1619,-72.4733,380,73
Whites Landing,41.4308,-82.8957,380,206.1
Somerset,40.6694,-85.8315,380,215
South Glastonbury,45.3121,-110.8076,379,8
Hall Summit,32.1768,-93.3055,379,87
Higginsport,38.79,-83.9673,379,295
Phenix,37.0811,-78.7485,379,126
East Lynn,40.4663,-87.8007,379,26.1
Sicangu Village,43.0137,-100.5757,379,7.4
Rough Rock,36.4106,-109.8691,379,11
Renner Corner,43.6524,-96.7044,379,113
Magnolia,39.0714,-75.476,379,583.4
Drake,47.9226,-100.3745,379,74
McCausland,41.7435,-90.4461,379,263
Odell,40.0503,-96.8016,379,206
Petersburg,40.5727,-78.0506,379,654.3
Oak Run,40.6902,-122.0285,379,48
Coinjock,36.3513,-75.9526,379,174
Plum Valley,41.4611,-87.5442,379,78
Castorland,43.8862,-75.5164,378,352.7
Newsoms,36.6262,-77.1248,378,292
Proctor,35.9823,-94.7481,378,13
Blue Eye,36.515,-93.3828,378,124
Minford,38.8618,-82.8552,378,83
Charlotte,41.9621,-90.4682,378,255
Platte Center,41.5374,-97.4886,378,370
Annapolis,37.3605,-90.6975,378,350.4
Hazel,36.5055,-88.3253,378,254.1
Lakeview,41.4998,-97.3775,378,239
Villa Pancho,25.8844,-97.4157,378,375.6
Belle Rive,38.2317,-88.7405,378,142
Iroquois,44.3679,-97.8495,378,235
Morrow,35.8559,-94.4352,378,50
Stouchsburg,40.3807,-76.2303,378,108
Misquamicut,41.3237,-71.822,378,124
Akron,43.5667,-83.5143,378,154
Bell Arthur,35.5912,-77.5127,378,78
Navajo Dam,36.8339,-107.646,378,12
Libertyville,40.9582,-92.0496,377,287
Sterling,39.1934,-111.6904,377,238.4
Mountain Dale,41.6936,-74.5218,377,25
Pioneer,26.7257,-81.219,377,6
Midville,32.8217,-82.2347,377,73
Kirkwood,39.8539,-76.0798,377,65
Turin,33.3234,-84.6374,377,91
Coupland,30.4568,-97.3979,377,75
Winslow,35.8008,-94.1304,377,79
Windsor,27.7869,-80.4141,377,166
Raisin City,36.6033,-119.9092,377,191
Caroline,44.722,-88.8948,377,123
Nichols,41.48,-91.3079,376,315.6
Achille,33.8346,-96.3901,376,376.1
Bellerive Acres,38.7123,-90.3121,376,362.7
Franklin,42.3415,-75.1659,376,195.7
Cantua Creek,36.5001,-120.3163,376,38
Culdesac,46.3749,-116.6703,376,181.2
Wales,39.4851,-111.6361,376,365
Bowersville,39.5808,-83.7234,376,414
Eastlake,44.2449,-86.2927,376,121
Lunenburg,44.457,-71.6803,376,57
Tuppers Plains,39.1726,-81.8466,375,79
Shoreham,40.957,-72.9071,375,318
Hyden,37.162,-83.378,375,111
Rushville,39.7644,-82.4304,375,372.9
Steamboat,35.7535,-109.8504,375,60
Braswell,33.9836,-84.9591,375,45
Wabbaseka,34.3592,-91.7928,375,192.8
Stittville,43.2236,-75.289,375,295
Weldon,40.1216,-88.7497,375,349
Lomax,40.6792,-91.0754,375,121
Portland,33.2379,-91.5109,375,135
Oacoma,43.8038,-99.3721,375,55
Jacona,35.8887,-106.0386,375,170
Junior,38.9782,-79.9504,375,284.4
Leigh,41.7023,-97.2398,375,241
Rollinsville,39.9232,-105.5136,375,102
Richlawn,38.2547,-85.6412,374,1715.4
Marshall,39.8475,-87.1868,374,395.1
Eden,42.6053,-114.209,374,413.3
Sims,35.7596,-78.0598,374,186.8
Giltner,40.7749,-98.1535,374,372
Mondamin,41.71,-96.0215,374,319
Herndon,40.7104,-76.8519,374,182
Gayville,42.8889,-97.1738,374,454.6
Holiday Beach,28.167,-97.006,374,89
Reklaw,31.8662,-94.9834,374,49
Stanley,37.8183,-87.2452,374,172
Applewold,40.8084,-79.5221,374,1383.1
Unadilla,40.6826,-96.2699,374,293
Sylvan Grove,39.0123,-98.3944,374,212.8
Oberlin,40.2398,-76.8155,374,1211.8
Marklesburg,40.3821,-78.1697,374,139
Potter Valley,39.319,-123.1122,374,35
Leroy,31.7322,-97.0214,373,76
Dover,35.9816,-97.9108,373,333
Randolph,34.181,-89.1677,373,90
Grapeville,40.3253,-79.606,373,1736.6
Beecher City,39.1867,-88.7877,373,160
Groveland Station,42.6634,-77.7666,373,245
Spreckels,36.6247,-121.6465,373,589.2
Mahtowa,46.5616,-92.6279,373,13
Chewton,40.8946,-80.3208,373,96
Shiloh,34.4604,-85.8767,373,67
Port Clinton,40.5818,-76.0267,373,189
South Wayne,42.5676,-89.8763,373,173
Protivin,43.2167,-92.089,373,327
Morton,44.5534,-94.985,373,118
Brandon,42.3151,-92.0034,373,326
Brownsdale,30.8859,-87.2218,373,16
Woodburn,36.8421,-86.5301,373,332
Hatteras,35.2176,-75.6872,373,91
Salona,41.0838,-77.4586,372,142
Jeffersonville,41.7799,-74.9298,372,351
Seatonville,41.3651,-89.2728,372,289
Ford Cliff,40.7608,-79.5358,372,1165.5
Annona,33.5818,-94.9131,372,179
Darden,35.6384,-88.2261,372,17
Narrowsburg,41.6034,-75.0563,372,79
Miltona,46.0462,-95.2932,372,213
West Alto Bonito,26.3144,-98.6632,372,1137.8
Colton,46.5675,-117.1284,372,232
Advance,45.2161,-85.0807,372,52
Adelphi,39.4647,-82.7456,371,260
Gilbert,37.6142,-81.8689,371,143
Clarksville,42.8421,-85.2425,371,284
Monterey,31.4436,-91.7191,371,50
New Point,39.3096,-85.3266,371,270.5
Parkman,44.9488,-107.3077,371,14
Farmersburg,42.9593,-91.3667,371,352
Kendrick,46.614,-116.6543,371,217
Bear Lake,44.7182,-84.9486,371,24
Midland,39.3069,-83.9108,371,277.6
Florence,45.0548,-97.3263,371,206
Toaville,18.4438,-66.2431,371,409.7
Whittemore,44.2337,-83.8033,370,139
Tunnelton,39.3929,-79.7466,370,247.9
Mount Clare,39.1003,-89.8252,370,92
Barstow,31.4615,-103.3955,370,217
Tharptown,40.8028,-76.572,370,575
Beaverville,40.9534,-87.6546,370,469.5
Beaver Crossing,40.7782,-97.2825,370,218
Rawlings,39.5403,-78.8858,370,159
Royal,40.193,-87.9721,370,228.7
Deweyville,41.693,-112.0883,370,22
Plessis,44.2736,-75.8574,370,156.8
Langlois,42.9259,-124.4532,370,100
Bayou Goula,30.2105,-91.1765,370,58
Saratoga,35.6537,-77.7756,370,225
New River,37.1408,-80.593,370,363
Willow River,46.3206,-92.8346,370,81
Naknek,58.7847,-156.8966,370,0.9
Oneida,37.2701,-83.6496,370,69
Shelby,41.1934,-87.3427,370,110
New Goshen,39.583,-87.4646,369,43
Vanndale,35.3153,-90.7711,369,139
Kelley,41.951,-93.6656,369,205
Quechee,43.6445,-72.4184,369,76
Smoot,42.6184,-110.9155,369,61
Forbestown,39.53,-121.2689,369,22
Tecumseh,39.0419,-95.5807,369,39
Topaz,38.6356,-119.5047,369,11
Thomson,41.9748,-90.1122,369,64
New Alexandria,40.2916,-80.675,369,140.3
Breedsville,42.3489,-86.0716,369,218
Stockdale,40.0835,-79.8504,369,239.3
Tetonia,43.8147,-111.1586,369,250
Martin City,48.3935,-114.0308,369,82
Villa Quintero,18.4255,-66.235,369,1600
South Fork,37.6691,-106.6417,369,57
Altamahaw,36.1868,-79.5051,369,104
Roberdel,34.9774,-79.7459,369,215
Yale,41.7751,-94.3578,368,139.6
Melvern,38.5073,-95.6377,368,291
Prospect,43.3025,-75.1513,368,330
Fire Island,40.6781,-73.0709,368,15
Accident,39.6257,-79.32,368,287
Crooked Creek,37.8839,-81.9747,368,249
Nord,39.7739,-121.9549,368,67
Salemburg,35.0152,-78.5028,368,145
St. Maurice,31.7613,-92.9389,368,21
Shiloh,39.4595,-75.297,368,118
Fort Supply,36.5721,-99.5735,368,448.8
Holley,44.349,-122.7855,368,50
Oak City,35.9625,-77.3051,368,141
Farmington,36.0128,-80.5329,368,87
Petersburg,39.0531,-84.8573,368,22
Avon,41.5354,-111.8125,368,20
California Pines,41.4117,-120.6605,367,19
Summersville,37.1785,-91.6576,367,127
Omar,37.7583,-81.9974,367,125
Blooming Valley,41.68,-80.0396,367,70
Palisades,35.0614,-101.8032,367,252
Scipio,39.249,-112.1045,367,136
Axson,31.2766,-82.7236,367,94
Estral Beach,41.9869,-83.2357,367,321
Lakeside Woods,41.5548,-73.484,367,243
Quimby,42.629,-95.6442,367,347
Herrick,39.2196,-88.9848,367,315.1
Hermanville,31.957,-90.8405,367,45
Gardner,27.3537,-81.7895,367,18
Los Alvarez,26.3859,-98.899,367,459.9
Harmonsburg,41.6655,-80.3143,366,102
Gainesville,32.8149,-88.1608,366,82
Palisade,40.3483,-101.1075,366,279
Calamus,41.8264,-90.7597,366,286
Gumbranch,31.8367,-81.6838,366,175
Totah Vista,36.7113,-108.2035,366,246
Modoc,33.7192,-82.2174,366,35
Clarksburg,38.4193,-121.5416,366,69
Lore City,39.9832,-81.46,366,169
Mirando City,27.4401,-99.0006,366,245.7
Belview,44.6065,-95.3287,366,154
Central,32.8692,-109.7908,366,84
Green Bluff,47.8184,-117.2748,366,19
Nehalem,45.7196,-123.8941,366,360.6
Brewster,39.3631,-101.3771,366,3.8
Sardis,35.4424,-88.2913,366,56
Mayview,39.0529,-93.833,366,210.7
Ages,36.8569,-83.2426,365,253
Tacoma,36.9356,-82.5323,365,300
Spring Mill,38.1436,-85.6315,365,1559.1
Marathon,30.2157,-103.2433,365,26
Mitchell Heights,37.9087,-81.9867,365,250.1
Neosho Rapids,38.3685,-95.9916,365,279
Reeltown,32.5788,-85.8189,365,18
Pine Grove,39.5642,-80.6825,365,355.3
Silver City,33.0951,-90.4968,365,233
Harperville,32.4928,-89.4879,365,98
La Valle,43.583,-90.1303,365,353
Xenia,38.6373,-88.6375,365,285
Mahaffey,40.8747,-78.7276,365,329
North Carrollton,33.5187,-89.9193,365,306.1
Barrett,45.9124,-95.8943,364,67
Stapleton,33.2169,-82.4672,364,80
Carmen,36.5791,-98.4579,364,92
Fernville,41.0024,-76.4752,364,174
Neche,48.983,-97.5517,364,143.2
Mitiwanga,41.3813,-82.466,364,332
Kingston,43.6935,-89.1304,364,107
San Patricio,27.9772,-97.7766,364,36
Milan,45.1127,-95.9117,364,206
Arcadia,41.4249,-99.1261,364,246
Laclede,48.1678,-116.7529,364,123
Plymouth,41.8734,-112.1454,364,169
Logan,48.1557,-101.1664,364,96
Prue,36.2494,-96.2665,364,307
Bitter Springs,36.6118,-111.6475,364,17
Chamisal,36.1725,-105.7459,364,85
Abbeville,34.5034,-89.5025,363,40
Bloomburg,33.1378,-94.0591,363,139
West Falls,41.453,-75.8605,363,130
Kit Carson,38.7628,-102.7954,363,239
Saline,32.1631,-92.9768,363,117
Glen Allen,33.8922,-87.7329,363,21
Hiltonia,32.8833,-81.6613,363,81
McFarland,39.0545,-96.2381,363,394.5
Alton,37.4303,-112.5061,363,61
Red Level,31.4055,-86.6084,363,72
Cameron,39.8279,-80.5692,363,163
Mapleton,40.3929,-77.9412,363,206.3
Sugar Grove,39.6279,-82.5456,363,675.4
Hydaburg,55.2061,-132.8208,363,585.1
Bentonia,32.6437,-90.3692,363,98
Table Grove,40.365,-90.4252,363,245.9
Millersville,37.4294,-89.7907,363,123
Amboy,40.6017,-85.9272,363,299.6
Ramer,35.0718,-88.6147,363,78
East Point,34.1857,-86.7928,363,143
Johnsonburg,40.9623,-74.8765,363,131
New Pittsburg,40.8416,-82.0989,363,102
Harbor Hills,40.788,-73.7492,362,1489.9
Maribel,44.2775,-87.8025,362,122
Eagleville,40.4685,-93.9862,362,138
Edna,37.0587,-95.3592,362,355
Stockport,40.8573,-91.8334,362,136
Painesdale,47.0435,-88.6715,362,354
Nebo,39.4421,-90.7882,362,322
Eubank,37.2799,-84.6541,362,164
Hundred,39.6835,-80.4575,362,278
Pulaski,40.6942,-92.2739,362,318
Montreat,35.6478,-82.3001,362,51
Garfield,45.9388,-95.4945,362,173
Plantersville,30.3321,-95.8629,362,70
K-Bar Ranch,27.9928,-97.9267,362,41
Moro,38.9252,-90.0262,362,58.1
East Fultonham,39.8477,-82.1225,362,348
Wyoming,42.8241,-78.0842,362,208
Waldo,40.4598,-83.0848,362,215
Clayton,48.0012,-117.561,361,108
Bloxom,37.8292,-75.6214,361,302.5
Danwood,34.0903,-79.7695,361,73
Weston,41.1931,-96.7422,361,184.1
Sadieville,38.3883,-84.549,361,128
Poyen,34.3242,-92.642,361,154.7
Pymatuning South,41.5067,-80.4702,361,53
Casar,35.5127,-81.6168,361,79
Myra,33.624,-97.3144,361,272
Hopkins,40.5511,-94.8169,361,195
Peavine,35.8903,-94.6064,361,14
La Paloma Addition,28.017,-97.5009,361,198
New Gretna,39.5909,-74.455,360,164
Malta,42.3075,-113.3694,360,100
Fisher Island,25.7607,-80.1416,360,187.4
Worthington,42.398,-91.1207,360,307
Placerville,38.0054,-108.04,360,179
Buckatunna,31.5424,-88.5292,360,22
Speculator,43.5944,-74.3822,360,3
Tutuilla,45.6142,-118.7066,360,6
Chowan Beach,36.2142,-76.7107,360,573.7
Muir Beach,37.8655,-122.5859,360,282
Pointe a la Hache,29.5738,-89.7809,360,78
Leasburg,38.095,-91.2952,360,321
Protection,37.2004,-99.4808,360,149
Medway,39.8837,-84.0135,360,291
Chesterhill,39.4908,-81.8667,360,257
Kipnuk,59.9373,-164.0616,360,6
Prado Verde,31.8898,-106.6135,359,705.5
Schellsburg,40.0481,-78.6434,359,280.4
Hodges,34.334,-87.9299,359,33
Bedias,30.7792,-95.9469,359,125
Nickelsville,36.7517,-82.416,359,289
Simms,35.3987,-95.1647,359,9
Fairfield,37.8827,-79.2829,359,204
Bucklin,39.7837,-92.8879,359,117
Cape Royale,30.6531,-95.1265,359,70
New Springfield,40.9183,-80.6031,359,87
Montgomery,41.7775,-84.8064,359,138
Blandburg,40.6837,-78.4159,359,286
Cromwell,46.6795,-92.8731,359,75
Dietrich,42.9128,-114.2662,359,348.4
Bellamy,32.4582,-88.1277,359,36
Hayti Heights,36.2311,-89.7682,359,141
Otter Lake,43.2138,-83.4595,359,183
Wacissa,30.3566,-83.9937,358,32
Gilbert,32.0507,-91.6567,358,131
Bison,45.5235,-102.4677,358,139
Justice Addition,37.8916,-81.9928,358,131.3
Creekside,38.2914,-85.5701,358,1047
Plumas Eureka,39.7982,-120.6645,358,34
Haring,44.2819,-85.4007,358,59
Melrose,41.0887,-84.42,358,161
Crescent,43.455,-121.7013,358,118
Wilson,33.3192,-101.7274,358,213
Irvington,37.6621,-76.4205,358,91
Salem,32.7588,-84.1933,358,15
Ste. Marie,38.93,-88.0278,358,124
Sadorus,39.9669,-88.3451,357,134
Santee,42.8386,-97.8495,357,244
St. Pierre,48.2439,-109.8161,357,17
Chacra,39.577,-107.451,357,145
City of Creede,37.8486,-106.9253,357,145
Braden,35.3685,-89.5718,357,37
Forest,32.7925,-91.4126,357,82
Poynor,32.0793,-95.5924,357,58
La Crosse,29.8395,-82.3784,357,29
Touchet,46.0411,-118.6724,357,113
Calvin,34.9662,-96.2496,357,153
Willisburg,37.8093,-85.1208,357,200
Millbrook,41.6071,-88.5454,357,74
Shonto,36.5893,-110.6607,357,30
Chase Crossing,37.7604,-75.6658,357,166
Maynard,44.9055,-95.4687,357,230
Pukwana,43.7792,-99.1843,356,180
Kingston,43.4128,-83.1863,356,134
Cook,40.5105,-96.1619,356,448.5
Paint Rock,31.5101,-99.9253,356,83
Artesia,33.4164,-88.6424,356,190
Scandinavia,44.4608,-89.1461,356,157
St. Martin,45.5028,-94.6676,356,157
Higgston,32.2164,-82.467,356,43
Angie,30.9633,-89.8177,356,89
Lakewood,45.3006,-88.5145,356,49
Barber,35.7562,-94.8414,356,21
Dowell,37.9396,-89.2391,356,352
Cottontown,36.449,-86.5336,356,39
Lenapah,36.8514,-95.6357,356,333
Constableville,43.5649,-75.4281,355,122
Ransom,41.1586,-88.6542,355,137
Lakeland Shores,44.9478,-92.7612,355,349.4
Bagley,42.9015,-91.0971,355,190
Mount Lena,39.554,-77.6219,355,109
Neshkoro,43.9649,-89.2159,355,68
Vernon Center,43.9626,-94.1665,355,280
Rockford Bay,47.5086,-116.8866,355,36
Bennett,35.5664,-79.54,355,42
Gridley,38.1007,-95.8826,355,320
Branch,30.348,-92.2771,355,18
Homewood at Martinsburg,40.3044,-78.3323,355,1088.7
Seward,40.413,-79.0219,355,670.4
Saltillo,40.2117,-78.0062,355,433.6
Latham,39.9669,-89.1623,355,267.7
Cotton City,32.1104,-108.8801,355,5
